portfolio_value,cash,w_c,w_XLF,w_XLK,w_XLV,w_XLY,w_XLP,w_XLE,w_XLI,w_XLU,w_XLB,w_XLRE,w_XLC,s_XLF,s_XLK,s_XLV,s_XLY,s_XLP,s_XLE,s_XLI,s_XLU,s_XLB,s_XLRE,s_XLC
100000.0,10940.232810020447,0.10940232810020446,0.1458,0.0536,0.0533,0.066,0.0536,0.1456,0.1458,0.0812,0.1456,0.0,0.0,1021,175,116,113,170,257,348,314,398,0,0
99984.71562767029,21149.671061515808,0.21152904150144664,0.0577,0.071,0.1125,0.1381,0.091,0.0576,0.0626,0.0575,0.1405,0.0,0.0,401,233,244,237,289,102,149,223,385,0,0
99715.46369552612,13234.606620788574,0.13272371335703234,0.0653,0.0781,0.075,0.065,0.0777,0.1769,0.0649,0.0947,0.1696,0.0,0.0,452,256,163,112,247,312,155,366,466,0,0
100177.57322692871,12494.396823883057,0.12472249448067525,0.0771,0.0613,0.0616,0.1198,0.0614,0.1672,0.0986,0.0614,0.1671,0.0,0.0,536,200,133,206,195,294,235,236,462,0,0
100110.86330413818,25227.266459465027,0.2519932964999437,0.0585,0.0583,0.0584,0.058,0.1366,0.1588,0.0582,0.0709,0.0903,0.0,0.0,405,190,125,100,437,281,139,274,248,0,0
100193.75059318542,12670.607552528381,0.12646105647820874,0.1698,0.0624,0.0621,0.0661,0.0625,0.0625,0.0698,0.1698,0.1485,0.0,0.0,1173,205,132,114,199,111,166,653,410,0,0
100533.94303321838,13274.662633895874,0.13204159941791666,0.1774,0.0845,0.065,0.0649,0.0652,0.0651,0.0819,0.1372,0.1268,0.0,0.0,1232,278,138,112,208,116,195,522,350,0,0
99410.42796516418,32201.526681900024,0.323925038258403,0.0592,0.059,0.0647,0.0689,0.1611,0.059,0.0592,0.0858,0.0593,0.0,0.0,413,194,137,120,511,106,141,326,164,0,0
100014.0299692154,33399.62068939209,0.3339493539023734,0.0611,0.0609,0.1012,0.061,0.1383,0.0611,0.0607,0.061,0.0608,0.0,0.0,425,198,213,106,439,109,144,233,167,0,0
100221.22994422913,13353.536451339722,0.133240596416255,0.0787,0.0655,0.0867,0.0657,0.0657,0.0892,0.0656,0.1709,0.1788,0.0,0.0,542,211,183,114,209,160,155,655,489,0,0
100314.19506072998,34571.582597732544,0.3446330060945312,0.0631,0.1014,0.0631,0.063,0.0946,0.0758,0.0629,0.0685,0.063,0.0,0.0,438,327,133,110,301,136,149,261,172,0,0
100068.1979560852,12082.327527999878,0.120740932431922,0.0593,0.059,0.0756,0.0588,0.0591,0.1613,0.0838,0.1612,0.1611,0.0,0.0,412,191,159,103,189,289,199,613,440,0,0
100581.83944702148,30378.64347934723,0.3020291102883268,0.0552,0.055,0.0552,0.1499,0.0643,0.0549,0.1501,0.0585,0.055,0.0,0.0,385,178,116,264,206,98,358,221,150,0,0
100646.74419307709,12470.056309700012,0.12389925188019899,0.1543,0.0614,0.0614,0.0614,0.0614,0.167,0.0614,0.167,0.0809,0.0,0.0,1076,199,129,108,197,297,146,631,223,0,0
99805.80640506744,18265.63436794281,0.18301174075795462,0.1146,0.0854,0.0681,0.0911,0.0683,0.0678,0.075,0.1786,0.0681,0.0,0.0,806,275,143,160,219,121,179,671,189,0,0
98229.96309947968,12115.639410972595,0.12333954965149296,0.1182,0.0644,0.0605,0.1147,0.1651,0.0602,0.1649,0.0682,0.0606,0.0,0.0,837,208,128,202,526,108,400,255,170,0,0
97926.89351654053,22975.690468788147,0.2346208446294418,0.0556,0.0557,0.0978,0.0556,0.1514,0.0557,0.0555,0.0868,0.1513,0.0,0.0,395,181,208,98,483,100,134,323,425,0,0
98456.59039592743,29707.241101264954,0.3017293304775438,0.0698,0.0696,0.0853,0.0699,0.1081,0.0698,0.0698,0.0861,0.0698,0.0,0.0,492,229,180,123,344,125,168,321,196,0,0
97860.68925571442,22805.801133155823,0.2330435367521603,0.157,0.0577,0.0576,0.0574,0.0578,0.0961,0.0575,0.0691,0.1568,0.0,0.0,1113,190,122,102,186,172,139,256,436,0,0
98617.28167629242,28762.19110584259,0.29165467367325554,0.0734,0.053,0.1447,0.0528,0.1445,0.0528,0.0531,0.0642,0.0699,0.0,0.0,517,174,303,93,468,95,128,236,195,0,0
98191.34088039398,31427.120818138123,0.3200600026067393,0.1115,0.0586,0.0585,0.0584,0.0586,0.0585,0.0584,0.1592,0.0583,0.0,0.0,791,191,123,104,190,106,141,578,163,0,0
96887.6887626648,29336.154447555542,0.30278516106847303,0.0554,0.0554,0.0553,0.0554,0.0554,0.0554,0.1506,0.1509,0.0634,0.0,0.0,398,182,117,100,181,101,369,545,179,0,0
97222.94442558289,12107.469444274902,0.12453304634835753,0.1108,0.0615,0.0613,0.0615,0.1526,0.0984,0.0614,0.1009,0.167,0.0,0.0,791,202,129,110,498,178,150,368,469,0,0
97082.64154052734,12884.732078552246,0.13271921606267265,0.0999,0.1007,0.0653,0.0651,0.1437,0.0652,0.1545,0.0654,0.1074,0.0,0.0,713,330,138,116,468,119,377,239,301,0,0
98164.82266807556,21023.6960773468,0.2141673107120477,0.0778,0.0672,0.0673,0.0668,0.183,0.0671,0.1019,0.0877,0.067,0.0,0.0,553,220,143,118,596,122,248,322,187,0,0
99093.68531990051,28197.45106124878,0.284553460396795,0.052,0.0518,0.1224,0.0517,0.1412,0.0518,0.0518,0.1411,0.0518,0.0,0.0,368,169,258,91,460,94,125,520,144,0,0
99333.40788650513,33903.297483444214,0.3413081077635123,0.0624,0.0622,0.0663,0.0623,0.0879,0.0623,0.0772,0.1156,0.0624,0.0,0.0,443,203,139,110,286,114,188,424,173,0,0
100056.215341568,23719.408113479614,0.23706081658702788,0.056,0.0557,0.0792,0.0555,0.0698,0.0731,0.0692,0.1522,0.1522,0.0,0.0,396,181,165,98,226,133,168,557,420,0,0
100067.88129615784,13182.549432754517,0.13173607017560257,0.0858,0.0649,0.0648,0.0646,0.0649,0.1766,0.0651,0.1767,0.1049,0.0,0.0,607,210,135,114,211,322,157,646,290,0,0
100617.21734714508,15777.432781219482,0.15680649094861052,0.0597,0.0598,0.0596,0.1136,0.0654,0.1085,0.1625,0.1342,0.0798,0.0,0.0,423,193,124,201,213,198,394,488,220,0,0
101166.9010887146,22622.725345611572,0.2236178542799626,0.0662,0.0663,0.0662,0.0837,0.102,0.0663,0.0768,0.1801,0.0687,0.0,0.0,471,215,138,148,332,120,186,654,189,0,0
101288.50628852844,10781.95478439331,0.10644795919568649,0.1422,0.0521,0.0522,0.116,0.1422,0.1047,0.1421,0.0522,0.0898,0.0,0.0,1011,169,108,205,466,189,345,189,247,0,0
100698.4246931076,19059.054238319397,0.1892686434410916,0.0645,0.0643,0.0643,0.0643,0.1523,0.0642,0.0645,0.0974,0.175,0.0,0.0,462,208,133,114,497,115,157,353,482,0,0
101262.61879062653,13053.78668308258,0.12891022214300976,0.1725,0.0632,0.0631,0.0632,0.1726,0.0631,0.0754,0.0633,0.1346,0.0,0.0,1240,205,130,112,564,113,183,229,369,0,0
101164.40048313141,19585.331068992615,0.19359904250367557,0.1762,0.0646,0.0732,0.0645,0.085,0.0643,0.0644,0.1497,0.0645,0.0,0.0,1263,210,151,114,278,116,156,540,177,0,0
101523.52426242828,17541.09846019745,0.17277865979962873,0.0574,0.0575,0.0574,0.0572,0.0575,0.156,0.0717,0.1562,0.1563,0.0,0.0,410,187,118,101,188,278,173,567,432,0,0
101528.55466938019,12648.66251373291,0.12458231632393756,0.1658,0.0607,0.0607,0.1654,0.1657,0.0606,0.0748,0.0608,0.061,0.0,0.0,1191,198,125,290,540,108,181,221,168,0,0
101584.20891571045,13505.482053756714,0.13294863638661492,0.0652,0.0654,0.065,0.0648,0.091,0.0969,0.177,0.065,0.1769,0.0,0.0,469,213,134,113,297,174,428,237,484,0,0
102019.3260011673,29265.763786315918,0.286864900342324,0.0524,0.0524,0.0646,0.1404,0.1425,0.0522,0.1039,0.0523,0.0525,0.0,0.0,377,170,133,245,465,94,251,192,143,0,0
102313.45794677734,14738.87652015686,0.1440560881817122,0.1929,0.1273,0.0795,0.0706,0.0831,0.0712,0.0707,0.0708,0.0899,0.0,0.0,1384,414,164,123,270,128,171,259,245,0,0
101656.40463256836,14412.238779067993,0.1417740360891206,0.1354,0.0677,0.0765,0.0806,0.0835,0.0673,0.1419,0.0676,0.1379,0.0,0.0,973,221,158,141,271,121,343,248,374,0,0
102947.09006881714,29927.584064483643,0.290708402194544,0.0606,0.0606,0.0609,0.0606,0.0684,0.1516,0.0605,0.0992,0.0869,0.0,0.0,432,198,125,106,222,273,146,366,235,0,0
102823.48608016968,30019.632917404175,0.2919530747479072,0.078,0.0602,0.1576,0.0598,0.0603,0.0705,0.0602,0.1013,0.0601,0.0,0.0,550,196,324,104,196,128,145,376,162,0,0
102830.3386554718,15527.343015670776,0.15099962927958846,0.0635,0.0633,0.0633,0.1239,0.0633,0.1725,0.1725,0.0633,0.0633,0.0,0.0,446,206,131,215,206,311,413,236,170,0,0
102905.66722679138,28252.0887298584,0.274543564909737,0.135,0.0499,0.0641,0.1363,0.0499,0.05,0.054,0.1362,0.05,0.0,0.0,945,163,133,237,162,90,129,507,135,0,0
102843.19285964966,12531.899549484253,0.12185443879194383,0.0599,0.06,0.0596,0.0723,0.0599,0.1626,0.1627,0.0783,0.163,0.0,0.0,419,196,123,126,194,292,390,292,440,0,0
102225.64818286896,34501.03283596039,0.33749879261457294,0.0617,0.0617,0.1347,0.0614,0.0617,0.0963,0.0617,0.0616,0.0616,0.0,0.0,432,201,277,107,199,174,148,229,167,0,0
102291.95458889008,14108.74737071991,0.13792626631706048,0.0681,0.0679,0.068,0.0704,0.0681,0.1848,0.148,0.0681,0.1186,0.0,0.0,478,221,140,123,219,334,356,250,322,0,0
101485.85164737701,14347.464997291565,0.14137404144908103,0.0947,0.0697,0.0724,0.1021,0.0695,0.1894,0.0797,0.0996,0.0815,0.0,0.0,667,228,150,179,223,343,193,359,221,0,0
101368.52999591827,12888.677269935608,0.12714673153940959,0.0667,0.0733,0.0837,0.0627,0.0627,0.1489,0.0626,0.1417,0.1705,0.0,0.0,472,241,174,110,201,269,152,508,462,0,0
102083.14660358429,30067.987699508667,0.2945440917517029,0.0781,0.0538,0.1461,0.0536,0.1066,0.0536,0.0538,0.1062,0.0536,0.0,0.0,551,176,303,94,342,97,130,381,145,0,0
102491.57194137573,36343.44453620911,0.3545993475151033,0.0649,0.0648,0.0646,0.0645,0.0647,0.0649,0.073,0.0668,0.1173,0.0,0.0,457,210,133,113,208,117,176,241,317,0,0
102004.71792125702,11906.194596290588,0.11672199912833077,0.1568,0.0984,0.0574,0.0848,0.0574,0.0575,0.1566,0.0576,0.1567,0.0,0.0,1100,319,118,149,185,104,380,210,425,0,0
102673.83541584015,14565.350476264954,0.14186039137696285,0.0793,0.0701,0.1908,0.0766,0.1275,0.0756,0.0698,0.0702,0.0983,0.0,0.0,551,227,395,135,412,137,170,257,265,0,0
102259.94315719604,30267.1261138916,0.2959822309637349,0.054,0.1182,0.059,0.086,0.1468,0.0539,0.0709,0.0539,0.0612,0.0,0.0,374,383,124,152,473,97,172,195,165,0,0
102008.32196426392,15340.186935424805,0.15038172023650048,0.0899,0.0742,0.0887,0.1583,0.0743,0.0739,0.0742,0.1419,0.0742,0.0,0.0,621,240,188,282,239,133,180,511,201,0,0
102323.93689537048,15033.889795303345,0.1469244660775316,0.0998,0.0722,0.0793,0.0723,0.0743,0.1487,0.0721,0.0723,0.162,0.0,0.0,692,233,167,130,238,266,174,260,438,0,0
101639.49210357666,11899.032039642334,0.11707095139275701,0.0576,0.0573,0.0574,0.1,0.068,0.1563,0.0847,0.1452,0.1564,0.0,0.0,401,186,120,180,217,279,205,521,426,0,0
101712.74232006073,31260.30435180664,0.30733911640529227,0.0835,0.1182,0.1053,0.0558,0.0561,0.0559,0.0561,0.1058,0.056,0.0,0.0,585,385,221,101,179,99,136,377,153,0,0
101979.28994369507,15856.671606063843,0.15548913524323074,0.1497,0.0646,0.0644,0.1144,0.0645,0.0644,0.0704,0.1133,0.1389,0.0,0.0,1047,210,136,206,206,113,170,404,378,0,0
102769.99929714203,13475.096837043762,0.1311189737199745,0.0616,0.1675,0.0614,0.1126,0.0613,0.0616,0.1676,0.0616,0.1135,0.0,0.0,430,545,129,203,196,109,403,219,308,0,0
103354.96489048004,12379.828738212585,0.11977971983572203,0.0587,0.0588,0.0786,0.1448,0.0587,0.103,0.1595,0.0586,0.1595,0.0,0.0,411,190,165,259,189,182,383,211,433,0,0
103781.44808483124,10411.807784080505,0.10032436409607491,0.1346,0.0792,0.0491,0.1346,0.0493,0.1346,0.1345,0.0494,0.1345,0.0,0.0,944,257,103,240,159,238,322,179,364,0,0
103788.25523471832,13602.778910636902,0.13106279588065203,0.0649,0.0647,0.0647,0.0647,0.0648,0.1764,0.105,0.0873,0.1765,0.0,0.0,456,211,136,116,209,310,251,315,477,0,0
102972.42596530914,15242.451975822449,0.14802459816725644,0.0774,0.0661,0.066,0.1797,0.1284,0.0817,0.0896,0.0663,0.0968,0.0,0.0,545,218,140,325,412,143,215,236,263,0,0
101951.35417175293,12705.914999961853,0.12462723132207504,0.1408,0.0611,0.0613,0.1665,0.0753,0.0687,0.0742,0.0611,0.1664,0.0,0.0,997,201,130,304,239,121,179,216,454,0,0
102411.09798240662,12091.75171470642,0.11807071648410297,0.1568,0.0601,0.0573,0.0573,0.0577,0.1563,0.1222,0.0575,0.1568,0.0,0.0,1114,197,123,104,183,274,296,201,428,0,0
103311.25476455688,13829.110565185547,0.1338587029719236,0.0659,0.0877,0.1786,0.0657,0.1789,0.0795,0.0655,0.0659,0.0785,0.0,0.0,468,286,379,119,570,140,158,233,213,0,0
101541.38551902771,30540.01648426056,0.30076422857690577,0.055,0.0548,0.0547,0.0547,0.1078,0.1494,0.055,0.098,0.0698,0.0,0.0,393,180,118,100,341,262,133,342,190,0,0
101033.52289676666,26860.547556877136,0.26585777459549265,0.0583,0.0581,0.0835,0.0809,0.0582,0.0994,0.0786,0.0584,0.1587,0.0,0.0,420,192,181,149,184,174,191,203,435,0,0
101643.94462299347,15097.374836921692,0.14853196511527778,0.0732,0.0733,0.0729,0.0837,0.0731,0.1992,0.0732,0.0731,0.1298,0.0,0.0,526,241,158,154,231,346,178,254,355,0,0
102365.8299818039,12874.602465629578,0.12577050826353003,0.0838,0.0616,0.0616,0.1459,0.0615,0.1674,0.1365,0.0617,0.0942,0.0,0.0,601,203,133,270,195,289,332,213,258,0,0
103404.97442817688,13682.949909210205,0.1323239039985849,0.1322,0.0588,0.1096,0.1557,0.156,0.0575,0.067,0.0572,0.0738,0.0,0.0,950,194,238,287,495,99,162,198,201,0,0
103503.01901817322,19835.894847869873,0.19164556779147723,0.1056,0.0672,0.0768,0.0678,0.1071,0.1006,0.0824,0.1339,0.0669,0.0,0.0,758,222,167,125,340,172,198,470,182,0,0
103718.91514587402,31632.36819076538,0.30498167230419326,0.0558,0.0558,0.1514,0.0554,0.0556,0.0558,0.0558,0.1517,0.0576,0.0,0.0,402,184,326,102,177,95,134,534,157,0,0
104039.03963088989,34654.7151222229,0.3330933776894811,0.1657,0.061,0.0754,0.0606,0.0608,0.0608,0.0607,0.061,0.061,0.0,0.0,1189,201,161,111,194,104,146,215,166,0,0
103992.98628616333,12679.676357269287,0.12192818775660419,0.1634,0.0619,0.0601,0.0957,0.0601,0.1424,0.1631,0.0715,0.0599,0.0,0.0,1169,206,129,176,192,242,391,252,163,0,0
104100.68651103973,15513.374435424805,0.1490227870282069,0.0576,0.0574,0.0841,0.1567,0.1155,0.0576,0.1568,0.0577,0.1074,0.0,0.0,413,190,181,287,368,98,377,202,294,0,0
103442.015791893,19754.071955680847,0.19096758511959527,0.1215,0.0613,0.15,0.061,0.0613,0.0612,0.0613,0.0645,0.1669,0.0,0.0,872,204,323,113,194,104,148,222,457,0,0
103549.75985622406,24701.0584897995,0.23854288531519752,0.078,0.0594,0.0593,0.0592,0.1236,0.1154,0.0592,0.0595,0.1478,0.0,0.0,564,196,127,110,387,196,143,204,407,0,0
103833.0905752182,31756.315739631653,0.3058400319561606,0.0577,0.0557,0.1194,0.0555,0.1516,0.0554,0.0555,0.0831,0.0602,0.0,0.0,414,183,255,103,478,94,134,287,165,0,0
104041.55105876923,12820.606371879578,0.1232258289251925,0.1048,0.0603,0.1024,0.06,0.1642,0.164,0.0603,0.1005,0.0602,0.0,0.0,753,198,219,111,517,279,145,347,164,0,0
104051.64053058624,14146.183661460876,0.13595348991448694,0.0671,0.0671,0.067,0.0667,0.067,0.1513,0.115,0.1823,0.0806,0.0,0.0,481,220,143,123,211,258,277,627,221,0,0
103643.50684833527,12630.299994468689,0.12186291624569397,0.06,0.0598,0.0597,0.0601,0.0599,0.0891,0.1631,0.1633,0.1632,0.0,0.0,429,196,128,110,188,151,392,571,444,0,0
104005.22126102448,13313.975434303284,0.12801256776223638,0.063,0.063,0.0627,0.0643,0.1508,0.1713,0.0627,0.063,0.1712,0.0,0.0,454,206,134,118,476,290,151,219,465,0,0
103442.33471775055,12830.96129989624,0.124039749633517,0.1659,0.0623,0.0606,0.061,0.1471,0.0607,0.0916,0.061,0.1658,0.0,0.0,1205,205,130,113,465,102,221,212,450,0,0
104202.84524822235,31939.149201393127,0.30650937721816185,0.0559,0.0558,0.1518,0.0557,0.1519,0.0554,0.0556,0.0557,0.0556,0.0,0.0,404,185,327,104,479,93,134,192,151,0,0
104018.49336338043,30127.937973976135,0.289640207234367,0.0529,0.0528,0.1433,0.0527,0.1072,0.0524,0.0528,0.1438,0.0526,0.0,0.0,380,174,310,98,337,89,127,500,143,0,0
103975.20143604279,15918.268040657043,0.15309677520027395,0.0687,0.0814,0.0684,0.0703,0.0687,0.0682,0.1869,0.1658,0.0684,0.0,0.0,494,268,147,130,215,116,449,585,186,0,0
104603.02496051788,12507.502992630005,0.11957114048423481,0.1596,0.0587,0.0584,0.0582,0.0585,0.1595,0.0584,0.1094,0.1596,0.0,0.0,1143,192,125,107,184,271,139,392,431,0,0
104709.36272144318,13667.468202590942,0.13052766101681196,0.0601,0.0599,0.0599,0.0803,0.0599,0.1629,0.1631,0.1632,0.0603,0.0,0.0,431,196,128,148,188,276,388,584,163,0,0
104478.9310760498,13088.666563034058,0.12527565537119506,0.0617,0.0616,0.0924,0.1677,0.0616,0.084,0.0619,0.1377,0.1462,0.0,0.0,445,202,197,312,194,142,148,489,394,0,0
103657.27804374695,13388.567054748535,0.1291618621231603,0.0669,0.0636,0.0636,0.1393,0.0637,0.1733,0.0635,0.0636,0.1733,0.0,0.0,484,208,136,259,201,294,152,225,470,0,0
103925.99644470215,11420.38695526123,0.10988960747023378,0.054,0.1442,0.0539,0.1464,0.0538,0.1466,0.1468,0.054,0.0904,0.0,0.0,391,470,115,271,169,250,352,191,245,0,0
104205.25929164886,12043.303042411804,0.11557289069935618,0.057,0.1198,0.0569,0.0568,0.057,0.1549,0.1011,0.126,0.1549,0.0,0.0,412,389,121,105,180,264,242,454,419,0,0
103712.24228000641,16823.875230789185,0.16221686910757768,0.122,0.0572,0.1558,0.0571,0.0571,0.057,0.0766,0.1559,0.099,0.0,0.0,883,186,332,106,180,97,185,559,268,0,0
104277.25720024109,33879.369009017944,0.3248970093637984,0.0593,0.0601,0.0984,0.0591,0.0593,0.0591,0.0591,0.1613,0.0594,0.0,0.0,429,195,209,109,187,100,142,581,161,0,0
104559.1453037262,18086.205932617188,0.17297583946463882,0.0619,0.0619,0.0892,0.062,0.0619,0.1684,0.0619,0.1686,0.0911,0.0,0.0,447,201,189,114,196,286,149,604,247,0,0
104745.04536056519,13047.856479644775,0.12456776771378518,0.0612,0.061,0.0608,0.0881,0.0887,0.166,0.1661,0.0612,0.1222,0.0,0.0,441,197,129,161,281,283,398,220,329,0,0
105152.69723701477,12036.905387878418,0.11447072404378905,0.0844,0.0563,0.0562,0.1178,0.0565,0.1535,0.1509,0.0564,0.1536,0.0,0.0,605,181,119,215,179,262,361,202,415,0,0
105163.79296970367,11071.50980758667,0.10527872278985058,0.0586,0.1232,0.0513,0.1396,0.0513,0.1397,0.1397,0.0514,0.1399,0.0,0.0,421,397,109,255,163,238,334,183,378,0,0
105749.19608783722,14558.989539146423,0.13767470654862907,0.0652,0.0652,0.1029,0.065,0.1553,0.1772,0.0652,0.0652,0.1011,0.0,0.0,470,210,218,119,492,301,156,233,272,0,0
105960.57179355621,15362.176463127136,0.1449801204645949,0.0827,0.0676,0.0675,0.0672,0.0676,0.1837,0.0675,0.1837,0.0675,0.0,0.0,596,218,143,123,213,313,162,653,182,0,0
106019.21853923798,35214.1467666626,0.3321487108832985,0.0608,0.0607,0.0605,0.0788,0.0605,0.0604,0.0606,0.165,0.0607,0.0,0.0,437,196,128,144,191,103,145,587,163,0,0
106057.57784080505,12096.908187866211,0.11405981952580473,0.1415,0.0562,0.0563,0.0563,0.0561,0.1528,0.0605,0.1531,0.153,0.0,0.0,1017,182,119,103,178,260,145,543,412,0,0
106185.28787326813,32774.99031543732,0.3086584871771896,0.0563,0.0563,0.1422,0.0559,0.0575,0.061,0.0725,0.1334,0.0561,0.0,0.0,404,182,300,102,182,104,174,474,151,0,0
106623.74932956696,18119.651720046997,0.16994011028481423,0.0691,0.0868,0.069,0.0687,0.0689,0.1217,0.0692,0.0891,0.1877,0.0,0.0,493,280,146,125,218,207,165,315,505,0,0
107013.99780845642,22781.89510345459,0.21288705748786005,0.0569,0.0568,0.1308,0.1151,0.084,0.0785,0.057,0.0696,0.1384,0.0,0.0,405,183,278,209,266,133,135,248,372,0,0
106932.42761325836,16147.469716072083,0.15100629506394922,0.0893,0.1887,0.1326,0.0689,0.0694,0.0692,0.0692,0.0926,0.0691,0.0,0.0,632,606,283,125,220,117,163,332,186,0,0
106929.61174488068,11596.11437702179,0.10844624036126234,0.1406,0.1442,0.0526,0.104,0.053,0.0526,0.144,0.0565,0.144,0.0,0.0,996,463,112,189,168,89,340,203,387,0,0
106484.39647197723,13689.422064781189,0.12855800960832547,0.0634,0.0634,0.0632,0.0634,0.0632,0.1721,0.1473,0.0632,0.1723,0.0,0.0,450,203,134,115,200,289,349,229,464,0,0
105931.1965303421,12628.35910320282,0.11921284302293,0.1438,0.0585,0.0585,0.0656,0.0587,0.1592,0.0615,0.1266,0.1484,0.0,0.0,1022,188,124,120,186,265,147,455,401,0,0
106300.79399585724,13425.96079826355,0.1263016040951377,0.0621,0.062,0.062,0.1199,0.1467,0.1281,0.062,0.062,0.1689,0.0,0.0,443,199,132,220,467,212,148,222,456,0,0
106449.38618850708,17252.942487716675,0.16207648635158975,0.0634,0.0797,0.0634,0.0633,0.0633,0.1724,0.0631,0.1723,0.097,0.0,0.0,455,256,135,116,201,284,151,614,263,0,0
106562.4945640564,12130.62865447998,0.11383581722730851,0.0558,0.0558,0.0558,0.1516,0.0557,0.1521,0.1518,0.0557,0.1518,0.0,0.0,397,179,119,277,177,251,363,199,411,0,0
107391.32622528076,13302.59284210205,0.12387027248547486,0.0953,0.0653,0.1454,0.1209,0.0613,0.1666,0.0609,0.0733,0.0871,0.0,0.0,679,210,310,221,194,275,146,258,235,0,0
107613.5936717987,22332.032081604004,0.2075205493992935,0.088,0.1192,0.0714,0.0942,0.0713,0.0712,0.0894,0.0715,0.1162,0.0,0.0,629,385,152,173,225,117,214,250,315,0,0
107772.17929553986,33152.32316303253,0.3076148536638577,0.0561,0.0562,0.1476,0.0558,0.0562,0.0559,0.0561,0.1526,0.056,0.0,0.0,400,182,312,103,178,91,134,538,151,0,0
107654.48854541779,15071.428430557251,0.1399981425223979,0.1879,0.1877,0.0703,0.069,0.0691,0.0691,0.0688,0.069,0.0691,0.0,0.0,1335,606,149,127,220,112,165,244,186,0,0
107097.76211643219,33373.73430252075,0.31161934332706437,0.0569,0.0567,0.0735,0.0893,0.0673,0.1548,0.0718,0.0611,0.057,0.0,0.0,405,183,155,164,214,255,173,214,154,0,0
107487.82649707794,31999.904194831848,0.2977072403236451,0.0544,0.0542,0.1137,0.0542,0.0779,0.1481,0.0542,0.0913,0.0542,0.0,0.0,388,175,238,99,249,243,131,320,146,0,0
107492.86692523956,14363.26529788971,0.13362063650120382,0.1391,0.0659,0.0656,0.0657,0.1425,0.0659,0.179,0.0658,0.0769,0.0,0.0,996,213,137,120,457,108,433,230,207,0,0
107669.72770404816,29837.67816734314,0.2771222590007656,0.0505,0.1312,0.1372,0.1085,0.0933,0.0506,0.0505,0.0505,0.0507,0.0,0.0,361,422,288,198,299,83,122,176,137,0,0
107639.72301769257,15245.5309715271,0.14163480306448964,0.0877,0.0871,0.1011,0.0685,0.0689,0.0689,0.1203,0.0688,0.187,0.0,0.0,627,280,213,125,221,113,292,238,504,0,0
108084.5262594223,13994.85484790802,0.12948065122955577,0.0558,0.0557,0.1374,0.1478,0.0557,0.1349,0.1102,0.1175,0.0556,0.0,0.0,398,178,287,268,179,222,267,412,150,0,0
